Year,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,Algeria,372.05,372.78,373.57,374.22,374.37,373.19,370.41,368.36,367.79,368.32,370.37,372.27
2001,American Samoa,369.53,369.96,369.85,368.9,368.65,369.63,370.57,370.23,369.75,370.07,370.57,370.91
2001,Argentina,366.65,366.92,367.3,366.96,366.96,366.96,366.96,366.96,366.96,366.96,366.96,366.96
2001,Australia,367.41,367.44,367.51,367.64,367.89,368.22,368.58,369.11,369.6,369.67,369.5,369.4
2001,Barbados,371.56,372.7,373.38,373.6,373.92,373.12,370.47,368.33,367.57,368.09,370.15,372.25
2001,Canada,375.29,376.13,376.32,377.13,377.55,374.53,367.18,361.88,362.93,368.27,372.96,375.27
2001,Chile,367.59,367.83,367.58,367.15,367.46,368.29,368.25,367.83,367.97,368.34,368.68,369.75
2001,Finland,377.87,377.87,377.87,377.87,377.87,377.87,377.87,377.87,377.87,377.87,377.87,377.87
2001,France,367.29,367.09,367.21,367.27,367.65,368.46,368.91,369.12,369.48,369.91,368.24,368.24
2001,Greenland,374.16,375.58,375.37,376.04,376.04,372.86,367.67,363.81,363.91,368.01,372.38,374.48
2001,Guam,370.07,371.1,372.54,373.68,373.8,372.19,370.49,369.94,368.92,368.11,369.47,371.42
2001,Hungary,391.86,383.65,381.54,374.92,368.13,364.88,362.02,363.72,370.79,380.1,387.41,391.12
2001,Iceland,374.07,375.3,376.32,376.8,376.11,372.27,366.03,362.19,364.73,369.35,372.96,375.81
2001,Ireland,373.97,375.45,376.86,376.21,374.79,372.24,366.75,361.88,362.97,368.15,373.76,378.79
2001,Israel,374.62,373.77,373.91,376.44,374.76,370.78,368.85,368.34,368.62,371.44,374.46,376.61
2001,Japan,367.56,367.45,367.53,367.78,368.03,368.3,368.76,369.32,369.8,369.97,369.92,369.71
2001,Kazakhstan,377.0,377.12,376.29,375.41,372.08,366.82,364.43,365.64,368.62,372.56,375.96,379.36
2001,Mongolia,377.01,377.71,378.42,377.7,375.05,370.78,364.76,360.89,366.39,372.41,373.32,374.78
2001,Namibia,367.86,367.66,367.76,367.76,367.76,367.76,367.76,367.76,367.76,367.76,367.76,367.76
2001,New Zealand,367.2,367.1,366.76,367.1,367.42,367.74,367.87,367.81,368.22,368.65,368.78,368.96
2001,Norway,376.33,376.66,376.59,376.73,375.86,372.67,366.99,361.62,363.24,368.55,372.44,374.68
2001,Norway and Sweden,376.13,376.25,376.39,376.99,377.35,375.01,367.66,361.88,363.12,368.51,374.14,375.96
2001,Peoples Republic of China,372.65,373.16,374.54,376.25,374.72,371.1,366.23,363.19,367.37,372.79,372.54,372.28
2001,Poland,379.17,380.72,379.78,375.76,373.39,371.0,366.49,364.64,370.2,375.62,376.19,373.91
2001,Portugal,372.64,372.73,374.31,376.16,374.42,371.59,370.16,367.66,366.35,368.76,371.08,372.67
2001,Republic of Kiribati,370.79,371.38,371.36,371.36,371.36,371.36,371.36,371.36,371.36,371.36,371.36,371.91
2001,Republic of Korea,376.73,377.75,380.65,381.14,377.34,374.01,374.21,370.73,369.3,374.24,375.64,376.7
2001,Romania,384.61,382.22,382.93,378.18,372.61,370.54,368.49,371.1,372.69,375.61,383.34,387.99
2001,Seychelles,370.97,371.03,369.76,368.65,368.66,369.26,369.87,370.12,370.19,370.41,370.13,370.15
2001,Spain,371.91,372.34,373.66,375.52,375.62,373.04,370.15,368.57,367.68,369.12,371.69,372.44
2001,United Kingdom,370.23,370.78,371.28,371.74,371.4,369.9,369.38,368.73,368.11,369.48,370.91,371.85
2001,United States,373.55,374.78,374.87,375.15,374.39,371.94,368.84,367.27,367.62,370.18,372.6,374.13
2002,Algeria,373.76,374.64,375.14,376.24,376.41,375.15,372.93,370.47,369.47,370.52,372.49,374.18
2002,American Samoa,371.19,371.61,371.84,371.28,370.96,371.33,371.81,372.0,372.02,372.42,372.97,373.3
2002,Argentina,371.41,371.41,371.41,371.41,371.41,370.74,371.74,372.03,371.85,371.8,371.15,370.55
2002,Australia,369.43,369.49,369.54,369.74,370.01,370.45,371.05,371.51,371.77,371.84,371.72,371.58
2002,Barbados,373.01,373.8,375.06,375.88,376.18,375.03,372.49,370.22,368.92,369.96,371.97,373.93
2002,Canada,376.97,377.93,378.44,378.67,378.43,376.29,370.26,364.51,365.38,370.63,374.29,376.5
2002,Chile,369.91,369.04,369.0,368.55,368.65,369.94,370.37,370.21,371.36,373.08,373.15,371.93
2002,Finland,378.17,378.78,379.57,379.64,377.04,369.15,363.6,368.28,373.05,373.31,377.3,379.74
2002,France,371.4,371.4,371.4,371.4,371.4,370.56,370.82,371.49,371.75,371.73,371.77,371.7
2002,Greenland,375.33,376.73,377.74,378.01,377.91,377.14,377.14,377.14,377.14,377.14,377.14,377.14
2002,Guam,372.64,373.47,374.49,375.43,375.76,375.0,373.23,372.23,370.92,370.44,372.4,373.74
2002,Hungary,389.94,385.37,382.66,378.27,369.9,365.72,365.23,364.32,367.72,375.93,383.49,390.95
2002,Iceland,376.85,377.3,377.91,378.26,377.51,373.76,368.61,364.35,365.86,372.09,376.21,377.21
2002,Ireland,377.54,375.82,377.44,377.94,376.99,374.65,368.25,363.24,365.49,370.15,374.88,380.54
2002,Israel,376.94,375.76,376.82,378.02,376.2,373.56,370.82,368.86,371.74,377.27,378.33,378.58
2002,Japan,369.58,369.53,369.49,369.84,370.16,370.45,371.04,371.55,371.89,372.05,372.0,371.95
2002,Kazakhstan,380.45,379.48,378.6,378.63,376.49,371.04,367.35,368.46,371.56,375.82,379.1,380.6
2002,Mongolia,377.1,377.72,377.98,378.86,377.43,371.58,364.82,365.36,370.08,374.27,377.75,379.13
2002,New Zealand,369.04,368.36,368.06,368.85,369.98,370.02,369.09,368.84,369.43,369.89,370.02,370.08
2002,Norway,376.38,377.54,377.86,377.43,376.2,373.45,368.59,363.66,364.93,370.71,375.76,378.32
2002,Norway and Sweden,377.01,378.24,378.41,378.53,377.93,374.78,369.03,363.92,365.08,370.87,378.23,381.15
2002,Peoples Republic of China,374.2,374.8,375.35,376.99,376.82,371.87,366.04,366.08,370.0,372.04,372.99,374.64
2002,Poland,378.85,378.85,378.85,383.51,381.86,378.53,373.45,369.11,370.08,377.16,386.98,388.97
2002,Portugal,374.5,375.83,376.54,376.49,376.45,374.35,370.91,370.05,369.92,370.82,373.47,375.26
2002,Republic of Kiribati,372.34,372.82,373.81,374.47,374.1,373.65,373.54,373.28,372.81,372.84,373.27,373.88
2002,Republic of Korea,379.43,380.03,382.14,386.52,384.12,373.27,369.15,373.47,375.03,375.07,377.11,378.13
2002,Romania,386.47,384.17,384.0,380.94,376.64,377.81,376.43,371.76,375.29,380.46,381.77,384.86
2002,Seychelles,372.08,373.51,372.83,371.34,370.89,371.74,372.29,372.4,372.54,372.92,373.29,373.77
2002,Spain,373.09,375.02,375.81,375.67,375.05,373.33,371.7,369.82,369.11,370.11,371.83,373.28
2002,United Kingdom,372.72,372.41,372.22,372.81,373.34,372.96,372.12,370.84,370.43,371.57,372.8,373.84
2002,United States,375.19,375.49,376.12,377.01,376.14,374.2,371.04,368.71,370.0,373.35,375.43,376.86
2003,Algeria,375.57,376.67,377.63,378.52,378.95,378.29,375.75,373.08,372.38,372.83,374.59,376.78
2003,American Samoa,373.28,373.35,374.03,374.0,373.57,373.53,373.98,374.48,374.39,374.3,374.58,375.15
2003,Argentina,370.82,371.11,371.4,372.13,372.63,373.04,373.63,373.96,374.0,373.83,373.54,373.35
2003,Australia,371.55,371.73,371.9,372.07,372.39,372.71,373.19,373.82,374.08,373.91,373.7,373.6
2003,Barbados,375.24,375.98,376.95,378.16,378.81,378.03,375.6,373.03,371.74,372.68,374.96,376.36
2003,Canada,379.13,381.09,381.43,381.44,382.02,379.64,372.58,367.8,368.57,373.03,377.33,380.31
2003,Chile,371.13,371.2,371.2,371.78,372.19,371.98,372.14,372.21,372.07,372.07,372.26,372.5
2003,Finland,379.07,381.04,383.02,382.06,379.03,372.81,365.97,365.2,370.06,378.59,385.0,386.14
2003,France,371.42,371.39,371.86,372.36,372.75,373.26,373.56,373.96,374.17,373.97,373.9,373.65
2003,Greenland,374.33,374.33,374.33,374.33,374.33,374.33,374.33,368.44,369.37,374.34,379.06,380.46
2003,Guam,375.09,376.41,376.92,377.82,378.71,378.13,376.81,374.89,373.53,373.88,375.14,376.03
2003,Hungary,393.08,391.88,388.33,381.36,373.81,370.41,370.63,370.71,372.35,380.39,387.88,388.5
2003,Iceland,378.7,379.37,380.08,381.09,380.42,376.71,371.71,367.98,369.49,374.12,378.74,380.94
2003,Ireland,380.02,378.36,380.0,380.89,379.92,376.62,371.83,368.62,369.5,373.41,376.62,378.76
2003,Israel,379.62,379.33,379.76,382.99,382.19,375.97,372.1,371.85,374.27,378.32,380.41,379.87
2003,Japan,372.0,372.04,372.19,372.45,372.69,373.01,373.44,373.98,374.23,374.1,373.99,373.91
2003,Kazakhstan,380.76,381.39,383.58,384.0,380.98,376.49,371.84,371.05,373.55,378.1,382.08,382.46
2003,Kenya,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33
2003,Mongolia,378.96,379.59,381.04,382.37,381.62,377.16,370.9,369.94,373.46,377.2,379.84,380.55
2003,New Zealand,370.52,370.7,371.01,371.93,372.18,371.61,371.93,372.44,372.67,373.45,373.95,373.73
2003,Norway,378.95,379.42,380.63,381.48,380.4,377.32,371.97,367.29,368.82,375.46,379.82,380.51
2003,Norway and Sweden,380.09,380.32,381.46,381.91,381.43,378.88,373.1,367.15,368.0,373.69,378.68,380.92
2003,Peoples Republic of China,375.89,377.07,378.04,379.19,379.51,375.79,372.11,372.49,374.51,375.59,376.48,378.0
2003,Poland,388.37,388.22,388.55,389.01,383.69,380.02,377.78,373.69,372.79,380.55,393.16,392.77
2003,Portugal,376.38,378.03,379.07,379.95,380.05,377.03,372.51,369.9,370.33,373.51,376.07,377.55
2003,Republic of Kiribati,374.74,375.3,375.56,375.88,376.26,376.41,376.15,375.65,375.07,374.7,375.08,376.15
2003,Republic of Korea,380.02,383.6,384.91,385.68,385.71,376.87,369.23,370.22,374.92,378.83,381.1,382.2
2003,Romania,386.9,387.21,387.73,389.37,386.61,376.64,372.95,378.37,384.19,387.47,387.69,385.56
2003,Seychelles,374.76,375.64,376.19,375.58,373.75,373.64,374.61,374.67,374.22,374.25,374.98,375.66
2003,Spain,373.64,373.78,375.21,377.15,377.91,376.99,374.96,372.57,371.58,372.24,374.53,375.62
2003,United Kingdom,374.78,374.88,375.19,375.58,374.89,374.5,374.76,373.93,373.77,375.65,377.1,377.52
2003,United States,378.45,379.33,379.4,379.42,379.42,377.88,374.79,372.59,372.83,375.43,377.65,379.1
2004,Algeria,377.85,378.85,379.89,380.45,380.62,379.53,376.71,373.95,373.02,373.95,376.27,378.79
2004,American Samoa,375.62,375.96,376.02,375.42,375.31,375.85,376.21,376.2,375.99,375.99,376.43,377.09
2004,Argentina,373.35,373.23,373.35,374.02,374.65,374.65,374.65,376.04,376.06,375.7,375.22,374.89
2004,Australia,373.55,373.7,373.83,373.91,374.26,374.66,375.04,375.46,375.56,375.55,375.74,375.68
2004,Barbados,377.24,378.49,379.39,380.17,380.62,379.64,377.7,374.57,372.88,373.96,376.02,377.9
2004,Canada,381.95,382.37,382.52,383.08,383.7,381.61,375.22,368.7,368.73,373.42,378.13,378.13
2004,Finland,387.29,386.8,387.24,385.67,381.85,377.29,369.31,367.41,371.72,378.1,383.4,385.01
2004,France,373.35,373.28,373.6,374.07,374.45,374.9,375.29,375.66,375.82,375.72,375.53,375.35
2004,Greenland,380.07,380.93,382.58,382.8,381.37,378.47,373.88,369.46,369.52,373.84,378.53,381.34
2004,Guam,377.48,377.25,377.25,377.25,380.56,379.43,377.64,376.15,374.57,374.99,376.41,378.0
2004,Hungary,390.94,392.76,388.8,383.44,377.51,370.68,367.77,368.38,372.22,379.86,394.01,397.63
2004,Iceland,381.44,381.48,381.9,382.97,382.1,379.21,374.17,368.87,369.05,374.53,379.19,381.69
2004,Indonesia,372.5,371.32,371.24,376.11,375.5,371.54,372.18,372.52,373.49,375.04,373.06,371.19
2004,Ireland,380.12,381.64,382.3,382.23,381.19,378.59,374.38,369.6,369.94,373.86,377.66,380.4
2004,Israel,380.17,381.49,382.02,381.93,380.62,377.89,374.67,372.58,376.23,379.63,380.61,382.33
2004,Japan,373.85,374.07,374.32,374.43,374.71,375.14,375.51,375.87,376.02,375.96,375.87,375.69
2004,Kazakhstan,383.14,384.05,384.52,383.81,380.38,376.06,372.84,370.81,372.86,378.36,378.68,378.68
2004,Kenya,376.03,378.95,376.84,373.83,374.09,373.07,373.27,374.47,374.35,373.96,374.89,374.89
2004,Mongolia,381.42,382.13,382.58,384.29,382.6,376.57,371.68,370.72,373.09,376.11,379.61,382.89
2004,New Zealand,373.57,373.56,373.68,374.28,374.89,374.91,375.21,375.84,376.48,376.35,375.57,375.3
2004,Norway,381.14,381.83,383.02,383.61,382.3,380.16,374.31,368.39,370.04,375.31,378.99,381.86
2004,Norway and Sweden,381.94,382.76,383.52,383.52,382.83,380.77,374.04,368.37,369.05,373.91,378.94,383.1
2004,Peoples Republic of China,378.69,379.75,382.1,383.44,379.89,374.41,374.5,374.34,374.22,377.74,379.08,380.11
2004,Poland,387.82,389.09,389.18,385.19,382.93,386.04,381.24,372.68,378.42,383.46,383.26,385.58
2004,Portugal,379.3,380.32,380.72,381.21,380.58,378.37,375.7,371.87,370.95,373.56,376.69,377.85
2004,Republic of Kiribati,376.94,377.4,378.64,379.32,378.54,377.87,377.71,376.93,376.3,376.35,376.82,377.69
2004,Republic of Korea,384.2,385.71,385.7,389.53,390.9,383.32,373.82,366.56,371.35,379.13,382.41,385.23
2004,Romania,387.71,390.06,389.0,385.66,382.67,382.02,382.76,384.44,386.86,387.72,396.74,405.12
2004,Seychelles,376.75,377.7,377.78,376.35,374.97,375.33,375.99,376.09,376.09,376.05,375.94,376.79
2004,Spain,376.39,378.89,379.01,378.74,379.36,378.93,376.66,373.29,371.92,373.54,377.09,378.51
2004,United Kingdom,377.45,378.09,378.78,378.29,377.86,377.56,376.33,374.47,374.16,375.92,377.5,378.19
2004,United States,379.92,380.61,381.15,381.24,380.84,378.68,375.15,373.01,374.0,377.3,380.07,380.9
2005,Algeria,379.91,380.67,381.63,382.1,382.46,381.41,379.13,376.87,375.66,376.4,378.78,381.16
2005,American Samoa,377.1,377.24,378.04,377.9,377.21,377.62,378.19,378.35,378.2,378.52,379.19,379.53
2005,Argentina,374.83,375.05,375.56,376.1,376.52,376.46,376.46,376.46,377.88,377.57,377.44,377.23
2005,Australia,375.37,375.31,375.4,375.62,376.21,376.94,377.3,377.55,377.7,377.73,377.78,377.81
2005,Barbados,379.7,380.81,381.39,382.13,382.49,381.39,379.39,377.19,375.46,375.91,378.43,380.36
2005,Canada,379.75,379.75,379.75,385.67,385.58,383.41,377.31,371.35,371.7,376.31,381.83,384.61
2005,Chile,375.54,375.81,375.81,375.37,376.02,376.92,376.92,376.42,376.12,376.6,377.98,378.68
2005,Finland,387.04,387.86,386.28,386.27,384.45,377.24,372.54,374.04,375.25,378.39,384.81,389.22
2005,France,375.38,375.31,375.37,375.71,376.16,376.72,377.24,377.69,377.89,377.91,378.0,377.81
2005,Greenland,383.01,383.26,383.4,384.26,384.54,381.23,375.49,371.48,372.59,376.45,380.9,383.42
2005,Guam,379.82,380.72,381.24,382.06,382.44,381.61,380.11,378.62,377.52,378.07,378.75,379.81
2005,Hungary,392.02,391.26,391.65,386.79,378.53,373.62,372.02,369.99,373.23,384.53,395.81,400.42
2005,Iceland,382.61,382.46,383.07,384.49,384.69,381.54,374.81,370.39,371.71,376.42,380.84,383.21
2005,Indonesia,375.08,380.07,380.2,376.07,372.19,372.58,374.5,374.07,374.17,373.25,371.38,372.79
2005,Ireland,381.28,381.14,382.93,384.74,383.71,380.53,376.63,373.21,373.26,376.86,380.39,383.09
2005,Israel,384.03,385.28,384.55,383.95,382.48,378.18,376.17,375.9,377.26,381.63,385.34,386.49
2005,Japan,375.58,375.69,375.82,376.05,376.43,376.88,377.38,377.72,377.94,378.12,378.04,377.94
2005,Kazakhstan,380.13,380.13,385.55,383.72,379.81,376.12,373.72,374.0,376.12,379.8,384.56,387.87
2005,Kenya,377.19,378.01,379.29,377.81,376.15,376.76,375.4,375.91,377.19,377.19,377.19,378.23
2005,Mongolia,384.29,384.77,384.14,385.14,384.9,378.59,370.76,370.15,375.91,379.99,382.07,383.38
2005,New Zealand,375.32,375.3,375.68,376.4,376.47,376.48,377.44,378.21,377.93,377.48,377.91,378.01
2005,Norway,382.52,382.74,384.18,384.98,384.42,381.31,375.32,370.62,371.66,377.72,381.41,379.72
2005,Norway and Sweden,385.0,384.05,384.31,385.82,385.29,382.35,376.14,370.55,371.11,376.48,381.88,384.52
2005,Peoples Republic of China,383.44,384.12,383.55,384.6,383.91,380.38,375.66,373.38,376.1,379.42,379.72,380.78
2005,Poland,390.09,391.81,383.89,383.89,383.89,381.23,373.69,370.7,376.33,385.96,391.06,394.16
2005,Portugal,377.62,379.5,381.83,383.66,385.01,379.65,379.65,374.09,374.3,378.15,382.66,379.65
2005,Republic of Kiribati,378.6,379.38,379.56,379.55,380.17,380.43,380.02,379.38,378.95,379.06,379.48,380.22
2005,Republic of Korea,385.6,385.87,387.31,390.64,388.59,380.61,377.46,376.83,377.82,383.27,383.4,383.4
2005,Romania,397.52,393.06,395.45,394.25,386.79,379.76,385.88,396.19,390.72,388.23,396.27,398.98
2005,Seychelles,378.33,379.81,379.8,377.47,377.05,378.08,378.32,378.41,378.52,378.66,378.69,379.5
2005,Spain,378.55,380.18,380.92,380.53,380.74,379.06,375.46,374.57,374.54,375.55,378.87,380.88
2005,United Kingdom,378.8,379.39,380.38,380.59,379.98,379.2,378.36,377.11,376.5,378.11,379.84,380.44
2005,United States,381.58,382.39,382.75,383.21,383.22,381.01,377.03,375.58,377.15,379.72,381.54,383.2
2006,Algeria,382.86,383.63,383.85,384.44,385.01,383.6,381.32,379.28,377.83,378.31,380.74,382.68
2006,American Samoa,380.33,380.79,380.16,379.77,379.51,379.45,379.73,379.73,379.78,379.87,380.53,381.18
2006,Argentina,376.56,376.7,377.73,378.05,378.39,379.03,379.41,379.59,379.74,379.8,379.15,378.58
2006,Australia,377.91,377.81,377.75,378.08,378.21,378.27,378.75,379.22,379.39,379.44,379.52,379.41
2006,Barbados,381.76,382.74,383.37,384.25,384.88,383.94,381.3,378.98,378.06,378.96,380.7,382.32
2006,Brazil,380.82,380.82,380.82,380.82,380.82,380.82,380.82,380.82,380.82,380.72,380.82,380.92
2006,Canada,384.97,385.76,386.9,387.6,388.44,386.93,379.7,373.75,374.68,379.25,383.87,387.06
2006,Chile,378.31,378.23,377.95,377.77,377.71,378.1,379.14,379.41,378.54,378.23,378.82,378.79
2006,Finland,387.16,386.42,389.34,389.44,386.0,380.74,374.65,373.49,377.02,382.38,387.97,389.69
2006,France,377.52,377.88,378.05,377.95,378.27,378.67,378.92,379.28,379.53,379.48,379.4,379.36
2006,Germany,382.08,382.08,382.08,384.57,381.68,379.88,378.76,374.96,378.2,382.83,386.84,391.02
2006,Greenland,384.69,385.53,386.12,386.89,386.93,384.49,378.96,374.17,374.68,379.53,384.37,386.16
2006,Guam,381.7,382.89,383.51,384.49,385.16,384.45,382.59,380.29,378.92,379.59,381.49,382.81
2006,Hungary,399.72,396.3,393.18,388.58,381.38,375.5,372.9,370.29,375.94,384.94,391.61,397.82
2006,Iceland,384.36,385.46,386.71,387.6,387.12,384.3,378.76,374.1,374.61,379.62,383.83,386.25
2006,Indonesia,378.02,380.58,376.82,374.9,376.68,376.64,375.75,375.83,377.25,380.43,379.7,376.15
2006,Ireland,385.93,386.37,386.02,386.71,387.02,384.1,378.35,373.44,374.07,379.08,383.2,385.61
2006,Israel,385.56,385.42,386.56,387.45,385.73,380.62,377.78,378.17,379.32,382.67,385.77,387.76
2006,Italy,383.81,383.81,383.81,383.81,383.81,383.81,383.81,383.81,383.81,381.63,383.99,385.81
2006,Japan,377.87,377.8,377.9,378.18,378.45,378.65,379.06,379.43,379.55,379.61,379.58,379.5
2006,Kazakhstan,389.1,388.1,387.36,385.62,381.69,378.41,375.55,374.4,378.6,384.03,387.12,388.91
2006,Kenya,379.67,381.99,381.45,378.54,378.57,380.02,378.6,379.83,379.83,379.83,379.83,379.83
2006,Mongolia,385.57,387.4,389.14,390.57,388.06,381.08,374.64,373.91,378.63,382.39,385.12,387.28
2006,New Zealand,377.07,376.97,377.38,377.83,378.75,378.84,378.86,379.48,379.79,379.7,379.33,379.61
2006,Norway,385.12,386.93,387.68,387.47,386.76,384.28,378.67,373.69,374.79,379.33,384.33,387.55
2006,Norway and Sweden,384.58,385.61,387.26,388.01,387.76,385.14,379.1,373.87,373.89,379.52,385.1,387.81
2006,Peoples Republic of China,382.61,383.27,385.07,386.9,385.3,381.28,377.68,377.6,379.51,381.0,381.65,383.4
2006,Poland,395.5,393.41,392.66,392.86,389.23,382.23,376.26,375.93,381.85,385.47,390.67,393.94
2006,Portugal,380.18,380.18,380.18,380.18,384.61,383.32,379.5,375.34,375.22,378.24,381.56,383.69
2006,Republic of Kiribati,381.15,381.71,382.62,383.39,382.25,381.22,381.4,381.09,380.63,380.53,380.84,381.67
2006,Republic of Korea,388.06,389.26,390.56,392.78,392.02,387.22,380.44,376.86,380.47,386.33,388.53,389.66
2006,Romania,398.96,398.56,396.47,394.57,395.48,391.44,384.41,386.89,390.01,392.96,400.88,403.79
2006,Seychelles,381.23,382.1,381.57,380.1,379.12,379.18,379.74,380.1,380.25,380.16,380.41,381.27
2006,Spain,382.29,383.07,382.89,383.24,383.42,382.09,379.7,378.25,378.11,379.11,380.58,381.81
2006,Taiwan,377.16,377.16,377.16,377.16,377.16,377.16,377.16,376.87,374.65,375.98,379.4,378.92
