irradiance,time,uncertainty
1360.5450439453125,1994-15-01,0.29242441058158875
1360.9383544921875,1994-46-02,0.19199006259441376
1360.9857177734375,1994-74-03,0.14107251167297363
1360.8173828125,1994-105-04,0.09017973393201828
1360.7393798828125,1994-135-05,0.10471168905496597
1360.751220703125,1994-166-06,0.09132397174835205
1360.7044677734375,1994-196-07,0.11207173764705658
1360.7076416015625,1994-227-08,0.08634644746780396
1360.57275390625,1994-258-09,0.11175791174173355
1360.6627197265625,1994-288-10,0.1491045504808426
1360.78662109375,1994-319-11,0.09746026992797852
1360.7091064453125,1994-349-12,0.13313113152980804
1360.7734375,1995-15-01,0.10042156279087067
1360.8587646484375,1995-46-02,0.1372351348400116
1360.712890625,1995-74-03,0.13382269442081451
1360.675537109375,1995-105-04,0.09154562652111053
1360.681884765625,1995-135-05,0.07996343821287155
1360.72998046875,1995-166-06,0.08532048016786575
1360.728759765625,1995-196-07,0.08267942816019058
1360.77001953125,1995-227-08,0.07441383600234985
1360.750244140625,1995-258-09,0.06169012561440468
1360.6771240234375,1995-288-10,0.09571739286184311
1360.7286376953125,1995-319-11,0.06563270092010498
1360.7044677734375,1995-349-12,0.05471467226743698
1360.6998291015625,1996-15-01,0.057985518127679825
1360.6796875,1996-46-02,0.037536825984716415
1360.617431640625,1996-75-03,0.03695361688733101
1360.64794921875,1996-106-04,0.030724268406629562
1360.6669921875,1996-136-05,0.043442606925964355
1360.66943359375,1996-167-06,0.05458050221204758
1360.662109375,1996-197-07,0.06335272639989853
1360.6824951171875,1996-228-08,0.07425303012132645
1360.7427978515625,1996-259-09,0.047532349824905396
1360.6920166015625,1996-289-10,0.036274418234825134
1360.5601806640625,1996-320-11,0.09339459985494614
1360.7916259765625,1996-350-12,0.07530423253774643
1360.75390625,1997-15-01,0.05220318213105202
1360.755615234375,1997-46-02,0.04963333159685135
1360.75830078125,1997-74-03,0.05944843217730522
1360.7457275390625,1997-105-04,0.06575540453195572
1360.7794189453125,1997-135-05,0.08336005359888077
1360.7667236328125,1997-166-06,0.06938306987285614
1360.7947998046875,1997-196-07,0.06440741568803787
1360.8487548828125,1997-227-08,0.10447163879871368
1360.6614990234375,1997-258-09,0.2156926840543747
1361.0147705078125,1997-288-10,0.12876693904399872
1360.889404296875,1997-319-11,0.19952572882175446
1360.9073486328125,1997-349-12,0.20527766644954681
1361.0457763671875,1998-15-01,0.17523518204689026
1360.947265625,1998-46-02,0.16523218154907227
1360.835693359375,1998-74-03,0.2508256733417511
1361.161865234375,1998-105-04,0.2534627914428711
1361.0714111328125,1998-135-05,0.25415781140327454
1361.101806640625,1998-166-06,0.2762809991836548
1361.341064453125,1998-196-07,0.33039507269859314
1361.1539306640625,1998-227-08,0.43098321557044983
1361.1092529296875,1998-258-09,0.43992382287979126
1361.491943359375,1998-288-10,0.3012680113315582
1361.3480224609375,1998-319-11,0.3844839334487915
1361.4805908203125,1998-349-12,0.4467560648918152
1361.693603515625,1999-15-01,0.3684009313583374
1361.405517578125,1999-46-02,0.40558987855911255
1361.4483642578125,1999-74-03,0.3316304087638855
1361.358642578125,1999-105-04,0.2897440791130066
1361.529541015625,1999-135-05,0.4508548378944397
1361.4163818359375,1999-166-06,0.57155442237854
1361.540771484375,1999-196-07,0.5481528639793396
1361.5853271484375,1999-227-08,0.5453729629516602
1361.7041015625,1999-258-09,0.37266281247138977
1361.2265625,1999-288-10,0.5677866339683533
1361.3662109375,1999-319-11,0.6403056383132935
1361.4754638671875,1999-349-12,0.5709717869758606
1361.7738037109375,2000-15-01,0.46724170446395874
1361.59619140625,2000-46-02,0.5568684935569763
1361.385498046875,2000-75-03,0.728239119052887
1361.6319580078125,2000-106-04,0.6851293444633484
1361.275634765625,2000-136-05,0.656433641910553
1361.3873291015625,2000-167-06,0.666071891784668
1361.5089111328125,2000-197-07,0.7807252407073975
1362.0220947265625,2000-228-08,0.5656291842460632
1361.4140625,2000-259-09,0.6646339893341064
1362.0306396484375,2000-289-10,0.5420844554901123
1361.8883056640625,2000-320-11,0.6218894124031067
1361.994384765625,2000-350-12,0.551142156124115
1361.8099365234375,2001-15-01,0.5137655138969421
1361.8375244140625,2001-46-02,0.4213530719280243
1361.373779296875,2001-74-03,0.580871045589447
1361.3326416015625,2001-105-04,0.594835102558136
1361.5892333984375,2001-135-05,0.47948986291885376
1361.48828125,2001-166-06,0.6121291518211365
1361.717529296875,2001-196-07,0.4294552803039551
1361.4205322265625,2001-227-08,0.5415796637535095
1361.1553955078125,2001-258-09,0.8429692983627319
1361.77978515625,2001-288-10,0.7715927362442017
1361.4296875,2001-319-11,0.7709293961524963
1361.8873291015625,2001-349-12,0.8445892930030823
1362.4296875,2002-15-01,0.8069029450416565
1362.257568359375,2002-46-02,0.742054283618927
1362.0489501953125,2002-74-03,0.6289652585983276
1361.5203857421875,2002-105-04,0.7223870754241943
1361.5677490234375,2002-135-05,0.6962630748748779
1361.634033203125,2002-166-06,0.5482771992683411
1361.00634765625,2002-196-07,0.6619967818260193
1361.1932373046875,2002-227-08,0.7063043713569641
1361.3519287109375,2002-258-09,0.6946048140525818
1361.4625244140625,2002-288-10,0.6125219464302063
1361.3685302734375,2002-319-11,0.5900623202323914
1361.7965087890625,2002-349-12,0.5200536251068115
1361.6280517578125,2003-15-01,0.4567444622516632
1361.5869140625,2003-46-02,0.3137752115726471
1361.1268310546875,2003-74-03,0.409001886844635
1361.110107421875,2003-105-04,0.38775619864463806
1361.07666015625,2003-135-05,0.334452748298645
1360.95361328125,2003-166-06,0.3844148814678192
1361.0982666015625,2003-196-07,0.4091135263442993
1361.1712646484375,2003-227-08,0.3699660301208496
1361.2845458984375,2003-258-09,0.2956179976463318
1360.3067626953125,2003-288-10,0.5659399032592773
1361.056640625,2003-319-11,0.41599082946777344
1361.1805419921875,2003-349-12,0.2903883457183838
1360.99072265625,2004-15-01,0.2908530533313751
1360.9910888671875,2004-46-02,0.2686713933944702
1361.0198974609375,2004-75-03,0.26571914553642273
1361.0621337890625,2004-106-04,0.2236514389514923
1360.8956298828125,2004-136-05,0.22820210456848145
1360.93212890625,2004-167-06,0.23254306614398956
1360.5267333984375,2004-197-07,0.31953951716423035
1360.705322265625,2004-228-08,0.2789139747619629
1360.9820556640625,2004-259-09,0.21696190536022186
1360.9661865234375,2004-289-10,0.23373496532440186
1360.882080078125,2004-320-11,0.27890482544898987
1361.0718994140625,2004-350-12,0.17288362979888916
1360.616455078125,2005-15-01,0.24025121331214905
1360.7958984375,2005-46-02,0.18197551369667053
1360.745361328125,2005-74-03,0.14553217589855194
1360.7237548828125,2005-105-04,0.13632982969284058
1360.6551513671875,2005-135-05,0.21932442486286163
1360.63525390625,2005-166-06,0.2011932134628296
1360.6966552734375,2005-196-07,0.2099539339542389
1360.78076171875,2005-227-08,0.17578355967998505
1360.6417236328125,2005-258-09,0.16412922739982605
1360.7757568359375,2005-288-10,0.06929536163806915
1360.621826171875,2005-319-11,0.12095429003238678
1360.7203369140625,2005-349-12,0.15920116007328033
1360.772705078125,2006-15-01,0.09207881987094879
1360.740234375,2006-46-02,0.04892313852906227
1360.676513671875,2006-74-03,0.05327676981687546
1360.6505126953125,2006-105-04,0.15379232168197632
1360.8419189453125,2006-135-05,0.11034415662288666
1360.71435546875,2006-166-06,0.08638550341129303
1360.6788330078125,2006-196-07,0.09248700737953186
1360.5440673828125,2006-227-08,0.1127895712852478
1360.7216796875,2006-258-09,0.08156770467758179
1360.7364501953125,2006-288-10,0.058936309069395065
1360.5257568359375,2006-319-11,0.1386873424053192
1360.5546875,2006-349-12,0.09875202178955078
1360.5341796875,2007-15-01,0.09943099319934845
1360.5902099609375,2007-46-02,0.06658707559108734
1360.65966796875,2007-74-03,0.03861097991466522
1360.594482421875,2007-105-04,0.04385855421423912
1360.56689453125,2007-135-05,0.07412102818489075
1360.647705078125,2007-166-06,0.07494713366031647
1360.6068115234375,2007-196-07,0.07065735757350922
1360.655029296875,2007-227-08,0.04512063413858414
1360.6009521484375,2007-258-09,0.02205112762749195
1360.60009765625,2007-288-10,0.019143547862768173
1360.5904541015625,2007-319-11,0.017271466553211212
1360.5989990234375,2007-349-12,0.052720654755830765
1360.6866455078125,2008-15-01,0.038418978452682495
1360.6348876953125,2008-46-02,0.027818579226732254
1360.5738525390625,2008-75-03,0.0550566241145134
1360.6602783203125,2008-106-04,0.03571668267250061
1360.643798828125,2008-136-05,0.0296854916960001
1360.5977783203125,2008-167-06,0.019718460738658905
1360.5972900390625,2008-197-07,0.01735687628388405
1360.585693359375,2008-228-08,0.014621475711464882
1360.577392578125,2008-259-09,0.014092237688601017
1360.5992431640625,2008-289-10,0.02146786078810692
1360.5928955078125,2008-320-11,0.023488426581025124
1360.569091796875,2008-350-12,0.011922688223421574
1360.5565185546875,2009-15-01,0.011450550518929958
1360.582275390625,2009-46-02,0.014647068455815315
1360.591796875,2009-74-03,0.01683410257101059
1360.5816650390625,2009-105-04,0.013995587825775146
1360.639892578125,2009-135-05,0.02759220451116562
1360.618896484375,2009-166-06,0.02760385349392891
1360.5867919921875,2009-196-07,0.0266764797270298
1360.5853271484375,2009-227-08,0.014349465258419514
1360.5870361328125,2009-258-09,0.023916643112897873
1360.5994873046875,2009-288-10,0.03657020255923271
1360.6756591796875,2009-319-11,0.0378619022667408
1360.6722412109375,2009-349-12,0.05412258580327034
1360.6944580078125,2010-15-01,0.08268748968839645
1360.801513671875,2010-46-02,0.10676425695419312
1360.7640380859375,2010-74-03,0.11348938196897507
1360.8289794921875,2010-105-04,0.07873112708330154
1360.802978515625,2010-135-05,0.0728490799665451
1360.755859375,2010-166-06,0.06896408647298813
1360.862060546875,2010-196-07,0.11046750098466873
1360.815673828125,2010-227-08,0.1193842738866806
1360.8074951171875,2010-258-09,0.14546841382980347
1360.7093505859375,2010-288-10,0.12660782039165497
1360.81591796875,2010-319-11,0.10893460363149643
1360.7705078125,2010-349-12,0.11670757085084915
1360.7889404296875,2011-15-01,0.11085093766450882
1360.8192138671875,2011-46-02,0.15392537415027618
1360.8187255859375,2011-74-03,0.27840298414230347
1361.1881103515625,2011-105-04,0.29889270663261414
1361.1739501953125,2011-135-05,0.20746077597141266
1361.0789794921875,2011-166-06,0.2335221916437149
1361.0413818359375,2011-196-07,0.2098269909620285
1360.9813232421875,2011-227-08,0.25287145376205444
1361.0047607421875,2011-258-09,0.39784348011016846
1361.1617431640625,2011-288-10,0.42923179268836975
1361.28369140625,2011-319-11,0.498945027589798
1361.471923828125,2011-349-12,0.42505475878715515
1361.26318359375,2012-15-01,0.36890020966529846
1361.2391357421875,2012-46-02,0.2456127405166626
1361.0123291015625,2012-75-03,0.305828332901001
1361.13037109375,2012-106-04,0.30412766337394714
1361.0491943359375,2012-136-05,0.36753225326538086
1361.1898193359375,2012-167-06,0.3412427008152008
1360.958251953125,2012-197-07,0.39331960678100586
1361.3204345703125,2012-228-08,0.3197237551212311
1361.4583740234375,2012-259-09,0.34357768297195435
1361.2479248046875,2012-289-10,0.3510296940803528
1361.230712890625,2012-320-11,0.3300798237323761
1361.2220458984375,2012-350-12,0.2501363456249237
1361.1573486328125,2013-15-01,0.36482417583465576
1361.2032470703125,2013-46-02,0.24080578982830048
1361.2508544921875,2013-74-03,0.27846604585647583
1361.08984375,2013-105-04,0.380461186170578
1361.3265380859375,2013-135-05,0.43052855134010315
1361.3167724609375,2013-166-06,0.30593469738960266
1361.3564453125,2013-196-07,0.3267636299133301
1361.4205322265625,2013-227-08,0.3256790041923523
1361.392333984375,2013-258-09,0.2459065169095993
1361.089599609375,2013-288-10,0.39551636576652527
1361.0926513671875,2013-319-11,0.47922998666763306
1361.44921875,2013-349-12,0.4588073790073395
1361.27392578125,2014-15-01,0.5070759654045105
1361.0091552734375,2014-46-02,0.6135506629943848
1361.7689208984375,2014-74-03,0.47977414727211
1361.4873046875,2014-105-04,0.47385138273239136
1361.3778076171875,2014-135-05,0.39970463514328003
1361.242919921875,2014-166-06,0.35092175006866455
1361.274169921875,2014-196-07,0.4615730047225952
1361.485595703125,2014-227-08,0.3889349699020386
1361.511474609375,2014-258-09,0.4470130503177643
1361.1422119140625,2014-288-10,0.5478575229644775
1361.5526123046875,2014-319-11,0.5228492021560669
1361.480224609375,2014-349-12,0.5431603789329529
1361.523681640625,2015-15-01,0.46390312910079956
1361.9071044921875,2015-46-02,0.3971654772758484
1361.7066650390625,2015-74-03,0.36746495962142944
1361.703369140625,2015-105-04,0.39091238379478455
1361.48486328125,2015-135-05,0.355719655752182
1361.2862548828125,2015-166-06,0.37156999111175537
1361.412353515625,2015-196-07,0.31693947315216064
1361.0853271484375,2015-227-08,0.29743823409080505
1361.046142578125,2015-258-09,0.2631687521934509
1361.2381591796875,2015-288-10,0.24139884114265442
1361.3433837890625,2015-319-11,0.26481738686561584
1361.2198486328125,2015-349-12,0.27454227209091187
1361.2010498046875,2016-15-01,0.23896139860153198
1361.22705078125,2016-46-02,0.23809432983398438
1361.0706787109375,2016-75-03,0.18923620879650116
1360.7958984375,2016-106-04,0.19018574059009552
1360.9359130859375,2016-136-05,0.2058090716600418
1360.9906005859375,2016-167-06,0.14780445396900177
1360.9083251953125,2016-197-07,0.16783340275287628
1360.919189453125,2016-228-08,0.15456563234329224
1360.9156494140625,2016-259-09,0.16296756267547607
1360.8603515625,2016-289-10,0.1427568644285202
1360.8614501953125,2016-320-11,0.09791560471057892
1360.7462158203125,2016-350-12,0.07373598217964172
1360.657958984375,2017-15-01,0.07648460566997528
1360.66796875,2017-46-02,0.06064043194055557
1360.6038818359375,2017-74-03,0.05235479772090912
1360.66455078125,2017-105-04,0.10596995055675507
1360.714111328125,2017-135-05,0.05889081209897995
1360.7537841796875,2017-166-06,0.08205016702413559
1360.5858154296875,2017-196-07,0.08628804981708527
1360.5911865234375,2017-227-08,0.10716314613819122
1360.45556640625,2017-258-09,0.19993247091770172
1360.8067626953125,2017-288-10,0.08495716750621796
1360.7574462890625,2017-319-11,0.056678470224142075
1360.65771484375,2017-349-12,0.04012667387723923
